type,summary,product,comp,assignee,status,resolution,updated
,external links sent to firefox cause loss of focus when browser.tabs.loadDivertedInBackground = true        ,Firefox        ,Shell Integration        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox does not recognize obvious IPv6 address        ,Core        ,Networking        ,nobody        ,NEW        ,---        ,2022-10-10    
,Make an awesome error page for Reader Mode        ,Toolkit        ,Reader Mode        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] Associate *.pdf with Firefox        ,Firefox        ,Shell Integration        ,nobody        ,NEW        ,---        ,Wed 11:07    
,Keep a longer history trail in appdata\local\mozilla\firefox\nightly\updates        ,Toolkit        ,Application Update        ,nobody        ,NEW        ,---        ,2022-10-10    
,[responsive mode] don't hide Firefox UI when going fullscreen        ,DevTools        ,Responsive Design Mo        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Pick the optimal search icon for Search Engines, not just 16x16        ",Firefox        ,Search        ,nobody        ,NEW        ,---        ,2022-10-10    
,Messed up branding when setting browser as default with multiple installs        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,UI for handling WebRTC camera access requests should show previews        ,Firefox        ,Site Permissions        ,nobody        ,NEW        ,---        ,2021-01-11    
,Stub installer does not detect proxy (Win7)        ,Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox sends Kerberos TGTs over plain HTTP        ,Core        ,Networking: HTTP        ,nobody        ,NEW        ,---        ,2022-10-10    
,Requesting to get the camera from a file:// URL does not show any origin of where the request is being made        ,Firefox        ,Site Permissions        ,nobody        ,NEW        ,---        ,2021-01-11    
,PDF.js should be themeable.        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-03-10    
,Usage of OCSP fetching makes Firefox slow        ,Core        ,Security: PSM        ,nobody        ,NEW        ,---        ,2022-10-10    
,firefox/thunderbird triggered DYLD shared region unnest for map        ,Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2022-04-18    
,search feature for history should have an option for date range        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Caret browsing mode in PDF Viewer        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-02-24    
,Speculatively connect to the homepage before opening the first window        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Spoof potential due to emoji in URL bar, tab titles and titlebar        ",Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,Intermittent browser_bug435035.js failure when run locally        ,Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Processing http://lib.tkk.fi/Dipl/2002/urn007413.pdf is slow, and its text layer is all messed up        ",Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-10-10    
,Eliminate login concept from Sync        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,OSX will sleep in the middle of a Firefox download        ,Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox should abort on tryserver when executing SQL on the main thread        ,Toolkit        ,Storage        ,nobody        ,NEW        ,---        ,2022-10-10    
,[meta] Propagate bulk deletions to the server and other clients        ,Firefox        ,Sync        ,nobody        ,NEW        ,---        ,2022-10-10    
,Remote debugger can attach to local Firefox with same process id        ,DevTools        ,about:debugging        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Allow the ""Open in Tabs"" from Bookmark menu to load tabs on demand        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Selected text doesn't stay selected after zoom        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-01-28    
,"Reenable ""Print Selection Only"" print option in Firefox PDF viewer again        ",Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-01-28    
,Consider accents and umlauts for approximate search/matching        ,Firefox        ,Address Bar        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Printing from pdf.js rescales/resizes/shrinks output (compared to Adobe Reader printout, both at 100% scaling)        ",Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-01-28    
,Bookmark All Tabs dialog - Should use a Folder Name placeholder instead of the selected [Folder Name] text        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox ignores ICC color profiles for images inside PDFs        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-10-19    
,emoji doesn't honor color: transparent on Mac OS X        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-10-10    
,Support tagged PDFs in pdf.js        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-07-28    
,Download Manager: Provide a pre-warning if there is no enough disk space in the target location to complete an intended file download        ,Firefox        ,Downloads Panel        ,nobody        ,NEW        ,---        ,2022-10-10    
,"unresponsive script dialog: ""Report script"" to Mozilla feature        ",Firefox        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,On-device DevTools for Firefox on Android        ,DevTools        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,"When unused by other products, CleanUpdatesDir should be removed        ",Firefox        ,Installer        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox deadlocks if nsWindowMediatorListener tries to enumerate windows        ,Core        ,Widget        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox covers an auto-hiding windows taskbar when moved to the main display using SHIFT WIN        ,Core        ,Widget: Win32        ,nobody        ,NEW        ,---        ,2022-10-10    
,Browser debugger should not update Firefox        ,DevTools        ,Debugger        ,nobody        ,NEW        ,---        ,2022-10-10    
,Firefox support for ulpfec/red in WebRTC video channels is not enabled        ,Core        ,WebRTC: Audio/Video        ,nobody        ,NEW        ,---        ,2022-10-10    
,Make PDF Viewer's search highlight in a higher contrast color        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-10-12    
,[meta] Issues on the Firefox release notes        ,www.mozilla.org        ,Project Tracking        ,nobody        ,NEW        ,---        ,2017-08-08    
,[10.9] Dialogs do not open on the screen where Firefox is active        ,Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2022-10-10    
,crashinject.exe is unreliable; firefox.exe lives on and automation.py keeps waiting for it        ,Testing        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,Really bad hang in the Places Tree View when doing a search in the History sidebar        ,Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Extension API for Firefox Devtools' css rule editor        ,DevTools        ,Inspector        ,nobody        ,NEW        ,---        ,2022-10-10    
,Adopt Tor as a feature in Firefox        ,Firefox        ,Security        ,nobody        ,NEW        ,---        ,2022-10-10    
,"Add ""Firefox Developer"" checkbox to DevTools options panel        ",DevTools        ,General        ,nobody        ,NEW        ,---        ,2020-11-26    
,Fullscreen: Black bar shown above Firefox when menubar has been moved to second monitor        ,Core        ,Widget: Cocoa        ,nobody        ,NEW        ,---        ,2022-10-10    
,[mozinstall] Add support to install Firefox via the stub installer        ,Testing        ,Mozbase        ,nobody        ,NEW        ,---        ,2022-10-10    
,Printing PDFs designed for legal size paper: bottom gets cut off        ,Firefox        ,PDF Viewer        ,nobody        ,NEW        ,---        ,2022-10-10    
,"JavaScript Error: ""this.controller is undefined"" {file: ""chrome://browser/content/places/browserPlacesViews.js"" line: 216}]        ",Firefox        ,Bookmarks & History        ,nobody        ,NEW        ,---        ,2022-10-10    
,Run Python unit tests with nose        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2022-10-10    
,Option to feed the Mobile Firefox UA to websites        ,DevTools        ,Responsive Design Mo        ,nobody        ,NEW        ,---        ,2022-10-10    
,Increase default -j to more than # of cores        ,Firefox Build System        ,General        ,nobody        ,NEW        ,---        ,2022-10-11    
